tag,num_train,AP,dataset
#eggs,81.0,0.0014956,danilo
#cuttingshapes,80.0,0.0107850,danilo
#sunshine,72.0,0.0026122,danilo
#show,57.0,0.0004925,danilo
#1d,74.0,0.0013615,danilo
#rat,62.0,0.0026209,danilo
#freeiwatobiswimclub,99.0,0.0069232,danilo
#twinbotiz,0.0,0.0009510,danilo
#bathbomb,95.0,0.0049042,danilo
#psychedelic,78.0,0.0008819,danilo
#pll,72.0,0.0059845,danilo
#cook,74.0,0.0015115,danilo
#singersongwriter,39.0,0.0019897,danilo
#rekt,73.0,0.0030072,danilo
#bf4,104.0,0.0026669,danilo
#letmeloveyou,33.0,0.0033513,danilo
#acapellacover,77.0,0.0012728,danilo
#exol,62.0,0.0107440,danilo
#skill,73.0,0.0050049,danilo
#orange,68.0,0.0005414,danilo
#farewelltvdchallenge,75.0,0.0294601,danilo
#owarinoseraph,84.0,0.0061034,danilo
#comic,60.0,0.0284620,danilo
#bollywood,78.0,0.0009402,danilo
#health,47.0,0.0006662,danilo
#videoedit,68.0,0.0011462,danilo
#paradise,63.0,0.0029822,danilo
#part1,87.0,0.0005977,danilo
#producer,44.0,0.0024565,danilo
#pun,60.0,0.0008001,danilo
#dragonballsuper,65.0,0.0063320,danilo
#dancingbellsprout,75.0,0.5992253,danilo
#faze,64.0,0.0011635,danilo
#battlefront,82.0,0.0009143,danilo
#edsheerancover,70.0,0.0022739,danilo
#tiger,100.0,0.0015282,danilo
#amber,26.0,0.0001567,danilo
#debate,55.0,0.0015380,danilo
#happyjungkookday,77.0,0.0053139,danilo
#demdebate,110.0,0.0038641,danilo
#healthwatch,134.0,0.0085736,danilo
#soul,56.0,0.0012663,danilo
#freekick,69.0,0.0284458,danilo
#parrot,71.0,0.0010723,danilo
#dubai,84.0,0.0018325,danilo
#bars,57.0,0.0006422,danilo
#glidingonair,0.0,0.0017339,danilo
#quote,76.0,0.0009455,danilo
#autism,42.0,0.0004750,danilo
#bostonmarathon,130.0,0.1180531,danilo
#nalu,67.0,0.0062357,danilo
#goclear,59.0,0.0099202,danilo
#patrickstjean,69.0,0.0002587,danilo
#filipinovines,84.0,0.0007336,danilo
#blackcat,62.0,0.0013304,danilo
#nets,117.0,0.0105928,danilo
#skitzngigglez,76.0,0.0014745,danilo
#kpopchannel,60.0,0.0016163,danilo
#ratsareawesome,67.0,0.0033271,danilo
#backflip,69.0,0.0012504,danilo
#spongebobsquarepants,62.0,0.0011063,danilo
#exok,82.0,0.0004665,danilo
#thedivision,86.0,0.0008992,danilo
#ironman,72.0,0.0004128,danilo
#rugby,74.0,0.0034697,danilo
#streetdance,20.0,0.0001328,danilo
#bff,50.0,0.0008806,danilo
#boss,59.0,0.0006400,danilo
#vaporwave,67.0,0.0006956,danilo
#follows,21.0,0.0016801,danilo
#bbcnews,121.0,0.0000835,danilo
#bestfriends,59.0,0.0010363,danilo
#fivenightsatfreddys,64.0,0.0007026,danilo
#centro,116.0,0.0163493,danilo
#baile,41.0,0.0007251,danilo
#wolf,51.0,0.0010692,danilo
#vinecomio,77.0,0.0005162,danilo
#siamese,78.0,0.0034726,danilo
#ireland,61.0,0.0008767,danilo
#neymarjr,61.0,0.0031309,danilo
#theoriginaltwinbotz,9.0,0.4958773,danilo
#fashionblogger,89.0,0.0006303,danilo
#yourplottwist,65.0,0.0017675,danilo
#silhouettesunday,66.0,0.0010070,danilo
#gamegrumps,74.0,0.0006074,danilo
#madonna,57.0,0.0006156,danilo
#marchmadness,79.0,0.0048150,danilo
#videogameedit,64.0,0.0007718,danilo
#crewelite,142.0,0.0026101,danilo
#familyguy,63.0,0.0200561,danilo
#hotaf,57.0,0.0005081,danilo
#blackops2,59.0,0.0013743,danilo
#sonicadventuredx,62.0,0.0074461,danilo
#ratlife,81.0,0.0020121,danilo
#fitfam,37.0,0.0012967,danilo
#kardinaloffishall,0.0,0.0001891,danilo
#lufc,61.0,0.0897584,danilo
#vhs,63.0,0.0035949,danilo
#niggasbelike,55.0,0.0007917,danilo
#hawks,31.0,0.0651204,danilo
#tedtvedits,39.0,0.0007387,danilo
#mouse,58.0,0.0015434,danilo
#geometrydash,67.0,0.0022174,danilo
#squirrel,66.0,0.0019839,danilo
#ncaa,67.0,0.0015098,danilo
#rwbyedit,58.0,0.0013962,danilo
#greekgodchallenge,60.0,0.0046255,danilo
#madrid,68.0,0.0004409,danilo
#zoo,54.0,0.0008082,danilo
#stressedout,86.0,0.0004703,danilo
#suhdude,66.0,0.0012309,danilo
#depressing,22.0,0.0004952,danilo
#beatboxnation,49.0,0.0042898,danilo
#greysanatomy,53.0,0.0013691,danilo
#stunt,55.0,0.0003334,danilo
#doxie,42.0,0.0025482,danilo
#kuroshitsuji,82.0,0.0016057,danilo
#gtastunts,31.0,0.0011283,danilo
#vinecomicreviews,58.0,0.0665018,danilo
#trance,51.0,0.0011145,danilo
#forest,58.0,0.0010608,danilo
#nbaallstarto,126.0,0.0056856,danilo
#kyliejenner,52.0,0.0005899,danilo
#instrumental,43.0,0.0005472,danilo
#magconboys,48.0,0.0004548,danilo
#patriots,53.0,0.0031418,danilo
#itslit,49.0,0.0007566,danilo
#assassinscreed,67.0,0.0006783,danilo
#cali,51.0,0.0008586,danilo
#arizona,32.0,0.0003330,danilo
#dancingbotz,71.0,0.1199210,danilo
#europe,50.0,0.0010065,danilo
#kingjames,57.0,0.0021512,danilo
#drinking,51.0,0.0007133,danilo
#fruit,46.0,0.0006323,danilo
#nhprimary2016,109.0,0.0001171,danilo
#indovines,57.0,0.0014402,danilo
#equestrian,58.0,0.0006772,danilo
#beard,51.0,0.0010456,danilo
#blazesquad,31.0,0.0020818,danilo
#monkey,55.0,0.0006662,danilo
#liverpool,58.0,0.0024216,danilo
#natsu,58.0,0.0007891,danilo
#sakura,56.0,0.0004674,danilo
#ilovemydog,54.0,0.0026237,danilo
#shuffledance,47.0,0.0033798,danilo
#onceuponatime,58.0,0.0015146,danilo
#primesquad,51.0,0.0056452,danilo
#deer,51.0,0.0013644,danilo
#otp,53.0,0.0020761,danilo
#eliteeditsofthegamers,69.0,0.0011716,danilo
#feminism,52.0,0.0007498,danilo
#gainbackfollowers,71.0,0.0006766,danilo
#malec,60.0,0.0010238,danilo
#krump,32.0,0.0010423,danilo
#experienciasbioparc,54.0,0.0028788,danilo
#ourblues,57.0,0.1585195,danilo
#jensenackles,46.0,0.0007507,danilo
#turtle,49.0,0.0017603,danilo
#handmade,49.0,0.0003506,danilo
#doglover,46.0,0.0006225,danilo
#slfl,66.0,0.0004210,danilo
#roses,57.0,0.0007510,danilo
#doglife,54.0,0.0016995,danilo
#collegefootball,57.0,0.0018180,danilo
#gato,49.0,0.0024901,danilo
#nightprophecy,54.0,0.0040714,danilo
#keyboard,48.0,0.0006930,danilo
#insanitycrew,52.0,0.0159467,danilo
#cuteanimals,44.0,0.0009589,danilo
#mvpsports,38.0,0.0035649,danilo
#shot,24.0,0.0005393,danilo
#montreal,37.0,0.0002227,danilo
#offensivememes,51.0,0.0002723,danilo
#bungoustraydogs,60.0,0.0054583,danilo
#championsleague,58.0,0.0087116,danilo
#airplane,46.0,0.0008647,danilo
#singers,35.0,0.0005216,danilo
#guy,25.0,0.0003456,danilo
#kyungsoo,33.0,0.0007709,danilo
#11037daysofdr,54.0,0.0030429,danilo
#rockets,64.0,0.0121761,danilo
#christinaaguilera,46.0,0.0006287,danilo
#playstation4,51.0,0.0006126,danilo
#island,44.0,0.0011094,danilo
#seraphoftheend,48.0,0.0018528,danilo
#playforglorycrew,37.0,0.0093315,danilo
#tricking,47.0,0.0005684,danilo
#editsquad,49.0,0.0006681,danilo
#cutecat,38.0,0.0015042,danilo
#lukasgraham,55.0,0.0006241,danilo
#logic,48.0,0.0004788,danilo
#teaminstinct,48.0,0.0014090,danilo
#longboard,45.0,0.0004512,danilo
#shiba,49.0,0.0023343,danilo
#woman,38.0,0.0003239,danilo
#sweden,47.0,0.0008031,danilo
#man,44.0,0.0003249,danilo
#gloving,41.0,0.0006329,danilo
#pomeranian,47.0,0.0072597,danilo
#bulldogsofvine,48.0,0.0006593,danilo
#mmd,61.0,0.0005160,danilo
#jinyoung,67.0,0.0002922,danilo
#musicandsports,49.0,0.0040089,danilo
#walk,40.0,0.0010794,danilo
#petrat,30.0,0.0002374,danilo
#trailer,53.0,0.0004640,danilo
#dlinevids,49.0,0.0108498,danilo
#lame,47.0,0.0004083,danilo
#steelers,48.0,0.0006932,danilo
#larrystylinson,46.0,0.0030758,danilo
#marktuan,51.0,0.0003285,danilo
#duck,42.0,0.0008590,danilo
#martialarts,44.0,0.0013364,danilo
#kakashi,53.0,0.0011391,danilo
#younow,26.0,0.0003128,danilo
#alternative,25.0,0.0003046,danilo
#justiceleague,35.0,0.0002697,danilo
#unc,26.0,0.0001916,danilo
#yanderesimulator,46.0,0.0006309,danilo
#foodgasm,21.0,0.0004371,danilo
#gmod,66.0,0.0002075,danilo
#cordialrc2,46.0,0.0014542,danilo
#animemeweek,47.0,0.0112598,danilo
#sf,53.0,0.0005224,danilo
#cnblueworld,35.0,0.0016374,danilo
#piraterp,45.0,0.0004001,danilo
#springbreak,62.0,0.0001878,danilo
#farmlife,44.0,0.0006654,danilo
#gol,41.0,0.0167175,danilo
#ouranhighschoolhostclub,53.0,0.0066444,danilo
#inspirehappiness,19.0,0.0007773,danilo
#9daysofscream,45.0,0.0041879,danilo
#poledance,47.0,0.0002865,danilo
#zachking,34.0,0.0006044,danilo
#orgnlstyle,100.0,0.0024283,danilo
#pacers,50.0,0.0147025,danilo
#drumandbass,16.0,0.0003796,danilo
#corgisofvine,48.0,0.0012195,danilo
#mischiefmadness,27.0,0.0016951,danilo
#waterbottleflip,41.0,0.0006780,danilo
#twinz,66.0,0.0019913,danilo
#buzzerbeater,47.0,0.0017866,danilo
#grunge,26.0,0.0004469,danilo
#ninja,38.0,0.0002293,danilo
#motion,27.0,0.0005071,danilo
#poodle,46.0,0.0012390,danilo
#flips,37.0,0.0009244,danilo
#playtime,39.0,0.0014944,danilo
#usher,41.0,0.0006524,danilo
#magi,45.0,0.0013951,danilo
#furbaby,36.0,0.0007124,danilo
#ouat,52.0,0.0007981,danilo
#specialfx,39.0,0.0004108,danilo
#rncincle,43.0,0.0008563,danilo
#vancouver,38.0,0.0011089,danilo
#wbznewsat6,43.0,0.0893079,danilo
#newgame,23.0,0.0009547,danilo
#link,39.0,0.0003391,danilo
#camping,41.0,0.0005191,danilo
#bokunoheroacademia,59.0,0.0004615,danilo
#stydia,42.0,0.0021964,danilo
#ferrari,43.0,0.0004083,danilo
#nailpolish,38.0,0.0008674,danilo
#nomnom,40.0,0.0006428,danilo
#ssb43ds,30.0,0.2433403,danilo
#gainfollowers,42.0,0.0004366,danilo
#funk,40.0,0.0006038,danilo
#damonsalvatore,44.0,0.0042417,danilo
#5sosfam,52.0,0.0008468,danilo
#tmnt,54.0,0.0025390,danilo
#adelehello,47.0,0.0004399,danilo
#coym,27.0,0.0105405,danilo
#mydog,47.0,0.0006064,danilo
#akamegakill,54.0,0.0039399,danilo
#goldenstatewarriors,41.0,0.0006623,danilo
#goats,50.0,0.0013537,danilo
#wakeupwords,49.0,0.0004960,danilo
#bringusback,44.0,0.0005400,danilo
#virussquad,44.0,0.0068844,danilo
#vr,43.0,0.0006413,danilo
#cereal,45.0,0.0005196,danilo
#9daysofanimeeyes,48.0,0.0034519,danilo
#aliens,40.0,0.0003220,danilo
#gamergirl,37.0,0.0004278,danilo
#lovethissong,37.0,0.0011176,danilo
#fitnessgrampacertest,54.0,0.0003101,danilo
#perpignan,20.0,0.0007200,danilo
#blooper,23.0,0.0002533,danilo
#tasty,36.0,0.0007757,danilo
#justforfun,31.0,0.0005728,danilo
#tgambinoif,41.0,0.0009570,danilo
#war,35.0,0.0006831,danilo
#vixxken,10.0,0.0007411,danilo
#myvoice,42.0,0.0009724,danilo
#transformation,44.0,0.0003079,danilo
#roasted,38.0,0.0008940,danilo
#nailedit,29.0,0.0003651,danilo
#action,30.0,0.0002447,danilo
#terrier,41.0,0.0017729,danilo
#smash,44.0,0.0050738,danilo
#kyoto,41.0,0.0005010,danilo
#vineitwhileyoudriveit,43.0,0.0008433,danilo
#vmldraft1,34.0,0.0029707,danilo
#blingaudios,40.0,0.0155980,danilo
#scottmccall,42.0,0.0007467,danilo
#walmart,40.0,0.0004599,danilo
#alaska,39.0,0.0005828,danilo
#hornets,35.0,0.1720016,danilo
#animallover,22.0,0.0003090,danilo
#itachi,42.0,0.0042284,danilo
#chinchilla,39.0,0.0019244,danilo
#jumpman,51.0,0.0002694,danilo
#election,34.0,0.0008387,danilo
#cuba,38.0,0.0002915,danilo
#lgndsquad,43.0,0.0027787,danilo
#teewolf,38.0,0.0008491,danilo
#sand,26.0,0.0006053,danilo
#urban,23.0,0.0005280,danilo
#carolinapanthers,48.0,0.0005118,danilo
#caribbean,53.0,0.0011383,danilo
#dunkcontest,50.0,0.0013465,danilo
#bb18,33.0,0.0003562,danilo
#southboston,71.0,0.0415962,danilo
#swissbeatbox,62.0,0.0002346,danilo
#darksouls,40.0,0.0006932,danilo
#southafrica,47.0,0.0005926,danilo
#valencia,42.0,0.0006267,danilo
#demsinphilly,43.0,0.0004533,danilo
#fujiyoshidacity,38.0,0.0086780,danilo
#gd,37.0,0.0017914,danilo
#topchallenge,38.0,0.0025482,danilo
#photooftheday,24.0,0.0001768,danilo
#phantomgourmet,62.0,0.0350218,danilo
#rockthered,73.0,0.0189924,danilo
#3ds,40.0,0.0007084,danilo
#bottle,25.0,0.0007701,danilo
#jackandjack,40.0,0.0002231,danilo
#newat6,49.0,0.0338092,danilo
#2016nhldraft,37.0,0.0006571,danilo
#evonation,43.0,0.0208402,danilo
#conormcgregor,43.0,0.0003002,danilo
#sgvines,54.0,0.0002553,danilo
#thetinydog,38.0,0.0007005,danilo
#ajax,37.0,0.5159388,danilo
#blog,24.0,0.0003197,danilo
#elenagilbert,37.0,0.0043886,danilo
#rvb,39.0,0.0005053,danilo
#nctu,45.0,0.0003217,danilo
#bestnflplays,32.0,0.0363672,danilo
#cookingpanda,37.0,0.0002557,danilo
#alessiacara,46.0,0.0005811,danilo
#imperialsquad,39.0,0.0013237,danilo
#brooklyn,38.0,0.0002885,danilo
#sheep,34.0,0.0012071,danilo
#flowey,43.0,0.0003438,danilo
#8daysofanimecharacters,39.0,0.0002601,danilo
#siberianhusky,44.0,0.0009904,danilo
#sportsedits,31.0,0.0004039,danilo
#psycho,33.0,0.0004113,danilo
#guineapig,41.0,0.0004946,danilo
#nfldraft,40.0,0.0005633,danilo
#gorillaz,35.0,0.0006478,danilo
#hehe,16.0,0.0002548,danilo
#positive,28.0,0.0004186,danilo
#learning,23.0,0.0003195,danilo
#yourgloup,33.0,0.0009780,danilo
#hiroshima,45.0,0.0011968,danilo
#usabwnt,46.0,0.0010055,danilo
#wwenxt,3.0,0.0000526,danilo
#valhallarc4,45.0,0.0006009,danilo
#buckybarnes,27.0,0.0009793,danilo
#dangerous,36.0,0.0004164,danilo
#childhood,32.0,0.0004274,danilo
#mar,45.0,0.0015587,danilo
#harrystylesedit,33.0,0.0013599,danilo
#sims4,36.0,0.0010080,danilo
#contest,42.0,0.0003525,danilo
#pig,32.0,0.0005061,danilo
#splash,42.0,0.0007770,danilo
#wbznewsat5,36.0,0.0238749,danilo
#azwx,36.0,0.0145292,danilo
#bowie,46.0,0.0004370,danilo
#guys,32.0,0.0001369,danilo
#choreo,20.0,0.0027418,danilo
#vinedance,25.0,0.0004628,danilo
#alllivesmatter,35.0,0.0004462,danilo
#kamdelafu,35.0,0.0003445,danilo
#skyline,34.0,0.0004301,danilo
#walkingdead,46.0,0.0005192,danilo
#aussieviner,35.0,0.0005278,danilo
#pixelart,32.0,0.0002974,danilo
#bikelife,29.0,0.0004447,danilo
#playofthegame,51.0,0.0038111,danilo
#firstanimeweek,40.0,0.0013228,danilo
#obito,43.0,0.0005052,danilo
#5daysofmm,38.0,0.0003775,danilo
#alexmorgan,30.0,0.0005957,danilo
#goofy,34.0,0.0001903,danilo
#photograph,30.0,0.0008340,danilo
#bringmethehorizon,36.0,0.0003969,danilo
#ohagi,40.0,0.0023759,danilo
#kpopfunny,24.0,0.0004208,danilo
#thinkingoutloud,48.0,0.0003763,danilo
#ship,27.0,0.0003034,danilo
#basketballneverstops,32.0,0.0004207,danilo
#allstar,38.0,0.0004023,danilo
#thegoodvoice,52.0,0.0001481,danilo
#chicagoblackhawks,42.0,0.0008472,danilo
#artistic,31.0,0.0003987,danilo
#callofdutyadvancedwarfare,19.0,0.0001139,danilo
#vegetarian,44.0,0.0007495,danilo
#uber,41.0,0.0009580,danilo
#teamcoolsmoketricks,29.0,0.0000937,danilo
#madden,38.0,0.0027902,danilo
#bighit,43.0,0.0005368,danilo
#toddler,39.0,0.0004101,danilo
#suicidesquadedit,49.0,0.0004325,danilo
#taeyeon,35.0,0.0002525,danilo
#kitties,19.0,0.0007960,danilo
#strawberry,35.0,0.0003302,danilo
#newblowpopflavors,36.0,0.0069350,danilo
#smackdown,22.0,0.0008390,danilo
#vote,37.0,0.0002582,danilo
#debatenight,33.0,0.0104013,danilo
#playa,32.0,0.0006544,danilo
#360,31.0,0.0002235,danilo
#harleyquinnedit,36.0,0.0005776,danilo
#underrated,36.0,0.0003555,danilo
#sassy,27.0,0.0003100,danilo
#9daysoffairytail,40.0,0.0012538,danilo
#purple,35.0,0.0004558,danilo
#pianist,35.0,0.0003817,danilo
#snl,31.0,0.0003622,danilo
#cut,18.0,0.0001005,danilo
#mylove,34.0,0.0002962,danilo
#acidaudios,37.0,0.0019495,danilo
#teamzeub,23.0,0.0002212,danilo
#happydog,47.0,0.0003124,danilo
#firesports,34.0,0.0006653,danilo
#dubnation,33.0,0.0009422,danilo
#fountain,31.0,0.0009008,danilo
#muse,35.0,0.0009132,danilo
#flstudio,36.0,0.0004142,danilo
#humpday,28.0,0.0002896,danilo
#bocajuniors,25.0,0.0024594,danilo
#denverbroncos,38.0,0.0026737,danilo
#atx,39.0,0.0004226,danilo
#honey,30.0,0.0007163,danilo
#newzealand,43.0,0.0003045,danilo
#illusion,32.0,0.0002101,danilo
#grandshoutout,33.0,0.0013637,danilo
#jgktmcontest,35.0,0.0021260,danilo
#outsidersau,33.0,0.0002467,danilo
#rofl,20.0,0.0002446,danilo
#editorpositivityweek,33.0,0.0012298,danilo
#moves,24.0,0.0005046,danilo
#httr,42.0,0.0003170,danilo
#risesquad1,34.0,0.0021181,danilo
#katherinepierce,35.0,0.0016820,danilo
#rhianna,30.0,0.0005663,danilo
#kick,24.0,0.0003045,danilo
#furrypride,33.0,0.0013738,danilo
#cs45k,39.0,0.0009036,danilo
#allin216,33.0,0.0012059,danilo
#clexa,36.0,0.0024417,danilo
#air,32.0,0.0002588,danilo
#staffy,46.0,0.0001372,danilo
#next,32.0,0.0093481,danilo
#vogue,37.0,0.0005399,danilo
#yuta,27.0,0.0006438,danilo
#toystory,30.0,0.0002827,danilo
#motocross,29.0,0.0002776,danilo
#mariokart,43.0,0.0002500,danilo
#idkwhatimdoing,32.0,0.0005288,danilo
#nashville,29.0,0.0003943,danilo
#underswap,35.0,0.0002329,danilo
#flythew,32.0,0.0003233,danilo
#famousvine,25.0,0.0003024,danilo
#cl,28.0,0.0004590,danilo
#vinecomedy,29.0,0.0012541,danilo
#gopackgo,32.0,0.0013360,danilo
#gnash,28.0,0.0006875,danilo
#fairytailanime,38.0,0.0006490,danilo
#peopledontdancenomo,32.0,0.0004151,danilo
#squarevideo,35.0,0.0005927,danilo
#calvinharris,25.0,0.0004685,danilo
#6daysofsongs,34.0,0.0061112,danilo
#newjersey,31.0,0.0002761,danilo
#junkoenoshima,52.0,0.0005511,danilo
#aphamerica,33.0,0.0008938,danilo
#cph4,59.0,0.0017802,danilo
#momo,27.0,0.0004106,danilo
#kd,32.0,0.0014909,danilo
#villanova,27.0,0.0005720,danilo
#sugar,35.0,0.0002149,danilo
#chinesefood,34.0,0.0013059,danilo
#screaming,30.0,0.0005845,danilo
#teamdilligaf,54.0,0.0002031,danilo
#adultswim,27.0,0.0003716,danilo
#kingdomhearts,29.0,0.0004481,danilo
#photoshop,34.0,0.0003620,danilo
#ufc196,51.0,0.0002521,danilo
#bleachanime,35.0,0.0004728,danilo
#big,23.0,0.0002974,danilo
#whoa,12.0,0.0001938,danilo
#quick,9.0,0.0002749,danilo
#frenchvine2016,32.0,0.0003464,danilo
#mother,28.0,0.0001881,danilo
#basssquad,21.0,0.0003456,danilo
#stream,31.0,0.0004405,danilo
#voltron,30.0,0.0036486,danilo
#pup,23.0,0.0004197,danilo
#digital,26.0,0.0002768,danilo
#stayweird,25.0,0.0002081,danilo
#bioparcvalencia,39.0,0.0008029,danilo
#steelersfootball,31.0,0.0008986,danilo
#easter,34.0,0.0002417,danilo
#shihtzu,31.0,0.0008266,danilo
#canadian,31.0,0.0002339,danilo
#kriegersquad,32.0,0.0011898,danilo
#chacabuco,31.0,0.0008726,danilo
#nyfw,40.0,0.0002266,danilo
#jordan,26.0,0.0003589,danilo
#rollercoaster,32.0,0.0004633,danilo
#hallelujah,34.0,0.0002529,danilo
#bestoftheday,22.0,0.0000791,danilo
#citylife,31.0,0.0001846,danilo
#ontherise,22.0,0.0003416,danilo
#slipknot,27.0,0.0002794,danilo
#pinoyvines,42.0,0.0004326,danilo
#emoji,38.0,0.0007081,danilo
#usopen,31.0,0.0004051,danilo
#doodles,34.0,0.0002485,danilo
#snapchatfilter,30.0,0.0006283,danilo
#wtfamidoing,32.0,0.0004976,danilo
#ptv,16.0,0.0001574,danilo
#marveledit,27.0,0.0005095,danilo
#hmu,2.0,0.0001894,danilo
#pittsburgh,29.0,0.0003050,danilo
#100followers,34.0,0.0004328,danilo
#hookah,40.0,0.0001733,danilo
#noodles,40.0,0.0003875,danilo
#attblockparty,30.0,0.0012644,danilo
#explisivesquad,30.0,0.0016452,danilo
#supersmashbroswiiu,37.0,0.0025158,danilo
#wizkhalifa,31.0,0.0002511,danilo
#fridayfeeling,30.0,0.0003454,danilo
#killlakill,38.0,0.0005133,danilo
#daryldixon,28.0,0.0002341,danilo
#spin,27.0,0.0001809,danilo
#ableton,28.0,0.0006863,danilo
#redskins,36.0,0.0016577,danilo
#trickshotedits,3.0,0.0004703,danilo
#yunogasai,36.0,0.0022130,danilo
#gore,26.0,0.0002937,danilo
#spoiled,36.0,0.0001392,danilo
#edinburgh,34.0,0.0003640,danilo
#letsplay,29.0,0.0005581,danilo
#shottime,30.0,0.0005654,danilo
#recognize,31.0,0.0011720,danilo
#elvispresley,28.0,0.0007546,danilo
#contemporaryart,29.0,0.0003913,danilo
#seun2contest,29.0,0.0005715,danilo
#justcause3,46.0,0.0005388,danilo
#record,30.0,0.0021508,danilo
#ibiza,27.0,0.0006194,danilo
#sidemen,26.0,0.0002962,danilo
#heatnation,32.0,0.0004399,danilo
#osaka,29.0,0.0003633,danilo
#yixing,25.0,0.0002745,danilo
#beardeddragon,30.0,0.0003234,danilo
#tombrady,42.0,0.0001948,danilo
#manicure,17.0,0.0006707,danilo
#smule,35.0,0.0005513,danilo
#rapgod,24.0,0.0003233,danilo
#igot7,14.0,0.0004241,danilo
#swing,25.0,0.0003845,danilo
#likeforfollow,31.0,0.0003376,danilo
#aye,19.0,0.0003210,danilo
#bostonbruins,48.0,0.0079310,danilo
#romance,26.0,0.0002250,danilo
#10daysofsu,30.0,0.0026426,danilo
#chihuahuas,18.0,0.0003666,danilo
#margotrobbie,25.0,0.0003770,danilo
#mickeymouse,33.0,0.0002323,danilo
#groove,29.0,0.0002124,danilo
#aliceinwonderland,31.0,0.0002487,danilo
#afro,10.0,0.0002381,danilo
#rumbleviral,23.0,0.0013178,danilo
#poopfrogg,34.0,0.0003703,danilo
#austin,27.0,0.0002886,danilo
#lovesong,25.0,0.0002198,danilo
#superjunior,29.0,0.0004721,danilo
#tut,25.0,0.0002521,danilo
#screamqueens,26.0,0.0030162,danilo
#vikings,33.0,0.0003102,danilo
#ew,24.0,0.0003374,danilo
#fridaynightlightz,29.0,0.0003683,danilo
#edlp,28.0,0.0033269,danilo
#foot,20.0,0.0002422,danilo
#clay,28.0,0.0003685,danilo
#jyp,14.0,0.0002354,danilo
#makeuptutorial,26.0,0.0003763,danilo
#pacman,30.0,0.0003025,danilo
#ukelele,24.0,0.0006529,danilo
#maggielindemann,29.0,0.0011711,danilo
#explosivesquad,22.0,0.0003398,danilo
#heavy,11.0,0.0001598,danilo
#kpopedits,15.0,0.0002042,danilo
#voltronlegendarydefender,28.0,0.0006983,danilo
#alphasquad,28.0,0.0004823,danilo
#fifa16goals,26.0,0.0256896,danilo
#michaelmyers,35.0,0.0004399,danilo
#tlop,43.0,0.0007958,danilo
#freestyledance,34.0,0.0003229,danilo
#squidward,33.0,0.0005336,danilo
#switzerland,36.0,0.0003050,danilo
#13,29.0,0.0004083,danilo
#story,28.0,0.0004450,danilo
#paranormal,25.0,0.0006090,danilo
#fancyrat,15.0,0.0003339,danilo
#creep,25.0,0.0003892,danilo
#timelapseaddiction,28.0,0.0005631,danilo
#tomholland,28.0,0.0099749,danilo
#buckminsterfuller,18.0,0.0009014,danilo
#nascar,31.0,0.0004376,danilo
#itachiuchiha,28.0,0.0011289,danilo
#arianaedit,15.0,0.0005053,danilo
#gtryouts8,27.0,0.0003460,danilo
#deadshot,27.0,0.0000435,danilo
#yaoiweek,28.0,0.0003023,danilo
#slfljakarta,32.0,0.0006153,danilo
#feclit,27.0,0.0005738,danilo
